3,0.0714285714286,0.25,1
5,0.0161290322581,0.0714285714286,0
10,0.00387596899225,0.0166666666667,0
6,0.0432692307692,0.0677966101695,0
87,0.047619047619,0.166666666667,0
9,0.0386740331492,0.0851063829787,0
3,0.047619047619,0.166666666667,0
3,0.0,0.0,1
4,0.0238095238095,0.111111111111,1
4,0.0166666666667,0.0833333333333,1
5,0.093023255814,0.0952380952381,0
5,0.030303030303,0.1,0
4,0.0333333333333,0.142857142857,0
8,0.0357142857143,0.117647058824,0
13,0.0689655172414,0.307692307692,0
5,1.0,1.0,1
9,0.129032258065,0.285714285714,1
9,0.0161290322581,0.0555555555556,0
3,0.0,0.0,1
6,0.0322580645161,0.111111111111,1
7,0.2,0.333333333333,0
6,0.0,0.0,0
4,0.0238095238095,0.1,0
5,0.03125,0.125,0
14,0.0427046263345,0.129032258065,0
10,0.0498220640569,0.164383561644,0
2,0.0459770114943,0.235294117647,0
3,0.0294117647059,0.111111111111,0
4,0.0,0.0,0
5,0.0427807486631,0.177777777778,0
24,0.0433604336043,0.186046511628,0
6,0.0138888888889,0.0526315789474,0
27,0.0422885572139,0.195402298851,0
7,0.123287671233,0.35,0
7,0.0,0.0,1
10,0.0243902439024,0.1,0
13,0.0,0.0,0
7,0.0248447204969,0.1,1
3,0.0,0.0,1
5,0.43137254902,0.454545454545,0
3,0.0909090909091,0.25,0
8,0.0201342281879,0.0833333333333,1
5,0.125,0.333333333333,0
23,0.0404984423676,0.154761904762,0
13,0.04,0.0909090909091,0
2,0.0,0.0,1
3,0.0108695652174,0.0454545454545,0
4,0.0379146919431,0.117647058824,1
11,0.0569105691057,0.25,0
10,0.0683760683761,0.214285714286,0
10,0.0357142857143,0.153846153846,0
3,0.0294117647059,0.111111111111,1
6,0.142857142857,0.75,0
8,0.0322580645161,0.075,0
3,0.0,0.0,0
4,0.0322580645161,0.125,1
3,0.0714285714286,0.333333333333,0
6,0.0444444444444,0.222222222222,0
3,0.0140845070423,0.0625,0
6,0.05,0.2,1
4,0.125,0.5,0
7,0.0,0.0,1
20,0.0,0.0,0
2,0.0,0.0,0
6,0.031007751938,0.114285714286,0
10,0.0363636363636,0.145454545455,0
2,0.0,0.0,0
5,0.0165289256198,0.0740740740741,0
29,0.0399543378995,0.124352331606,0
2,0.0149253731343,0.0714285714286,0
33,0.048048048048,0.164705882353,0
3,0.0263157894737,0.111111111111,0
5,0.0588235294118,0.25,0
21,0.0114942528736,0.05,0
5,0.1,0.375,0
3,0.142857142857,0.5,0
4,0.0645161290323,0.222222222222,0
14,0.166666666667,0.368421052632,0
15,0.0666666666667,0.205128205128,0
16,0.0444444444444,0.191489361702,1
3,0.0357142857143,0.166666666667,1
8,0.0,0.0,0
12,0.0381679389313,0.15625,1
11,0.0136054421769,0.0526315789474,0
8,0.0,0.0,0
20,0.0240963855422,0.106382978723,0
3,0.03125,0.111111111111,0
22,0.0119402985075,0.0394736842105,0
6,0.0615384615385,0.235294117647,1
4,0.015625,0.0625,0
7,0.0566037735849,0.181818181818,0
4,0.04,0.142857142857,0
7,0.111111111111,0.333333333333,0
5,0.0294117647059,0.111111111111,1
10,0.030303030303,0.102040816327,0
9,0.037037037037,0.142857142857,1
